,F,I,H,H-tilde,H-tilde_std,N
SLC9B2,2.52E-06,-0.021538462,3.700439718,3.678901257,0.05338262,13
C1orf216,6.39E-06,-0.021601277,4.983788059,4.962186782,0.07096532,33
UQCC1,7.16E-06,-0.021621622,5.155399312,5.13377769,0.058217998,37
API5,3.37E-05,-0.021640458,7.092256427,7.070615969,0.065309954,174
USP21,6.19E-06,-0.021651316,4.9375,4.915848684,0.07702702,32
DDIAS,2.32E-06,-0.021666667,3.584962501,3.563295834,0.056050572,12
AVIL,2.32E-06,-0.021666667,3.584962501,3.563295834,0.056050572,12
KCTD21,2.32E-06,-0.021666667,3.584962501,3.563295834,0.060804788,12
ENO3,2.32E-06,-0.021666667,3.584962501,3.563295834,0.060804788,12
TTC19,6.00E-05,-0.021779935,7.700628831,7.678848896,0.049860555,310
RNF8,1.08E-05,-0.021799679,5.700212065,5.678412386,0.060733066,56
AL136115.2,2.13E-06,-0.021818182,3.459431619,3.437613437,0.059083916,11
HMGN4,2.13E-06,-0.021818182,3.459431619,3.437613437,0.059083916,11
MMEL1,2.13E-06,-0.021818182,3.459431619,3.437613437,0.059083916,11
AC127521.1,2.13E-06,-0.021818182,3.459431619,3.437613437,0.069377396,11
AC090948.1,2.13E-06,-0.021818182,3.459431619,3.437613437,0.064436528,11
WDR5B,2.13E-06,-0.021818182,3.459431619,3.437613437,0.064436528,11
AC009283.1,2.13E-06,-0.021818182,3.459431619,3.437613437,0.059083916,11
AL080317.2,2.13E-06,-0.021818182,3.459431619,3.437613437,0.059083916,11
STX8,3.72E-05,-0.021833564,7.198167383,7.176333819,0.061151454,192
ATF6B,7.26E-05,-0.021851775,7.869178852,7.847327077,0.04714735,375
INTS4,1.49E-05,-0.021885752,6.101138651,6.079252899,0.072986442,77
KHDC1,7.74E-07,-0.021887219,2,1.978112781,0.136570665,4
TRAPPC9,7.16E-06,-0.021897176,5.155399312,5.133502136,0.061798776,37
NDN,1.94E-06,-0.022,3.321928095,3.299928095,0.068673139,10
CHST10,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
CACNB3,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
AC007541.1,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
KCNK13,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
SLC30A4,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
AC005670.2,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
HIST1H4F,1.94E-06,-0.022,3.321928095,3.299928095,0.062577951,10
NUP85,1.68E-05,-0.022032046,6.273347088,6.251315041,0.064414875,87
TRIM5,1.03E-05,-0.022101292,5.614712907,5.592611615,0.07875342,53
SS18L2,4.80E-05,-0.022132817,7.46423754,7.442104723,0.052303025,248
IST1,4.39E-05,-0.022134339,7.374877452,7.352743113,0.059305154,227
SLC35F5,6.77E-06,-0.022221268,5.07214016,5.049918892,0.061581613,35
UBXN10-AS1,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
ZNF436,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
AL162258.2,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
C2orf81,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
KIF9-AS1,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
FAM229B,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
TJP2,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
AC009779.2,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
LYSMD4,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
AURKB,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
PTK6,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
ZNF470,1.74E-06,-0.022222222,3.169925001,3.147702779,0.066666667,9
LINC01521,1.74E-06,-0.022222222,3.169925001,3.147702779,0.073702773,9
AC102953.2,1.74E-06,-0.022222222,3.169925001,3.147702779,0.073702773,9
CDK11A,3.79E-05,-0.022243438,7.238309653,7.216066215,0.058149799,196
TBL2,9.68E-06,-0.022256843,5.56385619,5.541599347,0.065347005,50
PPP2R5D,9.10E-06,-0.022269849,5.469482469,5.44721262,0.07032417,47
MRPL10,2.23E-05,-0.022330468,6.617101681,6.594771213,0.073037986,115
UQCC3,2.52E-05,-0.022429253,6.77040714,6.747977887,0.061674916,130
POMT1,8.90E-06,-0.0224833,5.436605434,5.414122135,0.064057752,46
AL137802.2,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AL355488.1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
SMC5-AS1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
PC,1.55E-06,-0.0225,3,2.9775,0.07154544,8
ELMO3,1.55E-06,-0.0225,3,2.9775,0.07154544,8
LINC01534,1.55E-06,-0.0225,3,2.9775,0.07154544,8
LIN9,1.55E-06,-0.0225,3,2.9775,0.07154544,8
GPAT2,1.55E-06,-0.0225,3,2.9775,0.07154544,8
IRAK1BP1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AC005046.1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
NDUFB2-AS1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AL354733.3,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AL139041.1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AP006284.1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AC025423.1,1.55E-06,-0.0225,3,2.9775,0.07154544,8
BRICD5,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AC009065.4,1.55E-06,-0.0225,3,2.9775,0.07154544,8
AC110285.2,1.55E-06,-0.0225,3,2.9775,0.07154544,8
LRRC37A3,2.13E-06,-0.022504443,3.459431619,3.436927175,0.068321621,11
FAM215B,2.92E-05,-0.022521815,6.933768978,6.911247163,0.067528649,151
RBL2,6.50E-05,-0.022556753,7.773824752,7.751267999,0.051676313,336
TCTA,1.61E-05,-0.022558563,6.221366088,6.198807525,0.061933458,83
EXTL3,6.19E-06,-0.022665414,4.9375,4.914834586,0.073952922,32
AL365205.1,2.90E-06,-0.022666667,3.906890596,3.884223929,0.059792233,15
PPP1R26,2.90E-06,-0.022666667,3.906890596,3.884223929,0.053516353,15
CATSPERG,6.58E-06,-0.022730651,5.028639312,5.005908661,0.06970731,34
FAM98C,2.07E-05,-0.022753095,6.528804486,6.506051392,0.069740678,107
DCUN1D3,1.94E-06,-0.022754888,3.321928095,3.299173207,0.078377998,10
C2orf92,1.94E-06,-0.022754888,3.321928095,3.299173207,0.073096584,10
C15orf41,1.94E-06,-0.022754888,3.321928095,3.299173207,0.073096584,10
C1orf53,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
AL133410.1,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
KIF18A,1.35E-06,-0.022857143,2.807354922,2.784497779,0.087411763,7
RAB38,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
MC1R,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
CELSR2,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
GSTM2,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
CD1A,1.35E-06,-0.022857143,2.807354922,2.784497779,0.087411763,7
AC068282.1,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
AC009948.3,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
EIF4EBP3,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
IER3-AS1,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
AC067930.4,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
LDHC,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
TMEM255B,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
MCM3AP-AS1,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
TMEM177,1.35E-06,-0.022857143,2.807354922,2.784497779,0.077512343,7
MDGA1,2.71E-06,-0.022857143,3.807354922,3.784497779,0.059658894,14
FBXO5,2.71E-06,-0.022857143,3.807354922,3.784497779,0.052372294,14
CDKN2A,2.71E-06,-0.022857143,3.807354922,3.784497779,0.052372294,14
TOLLIP-AS1,2.71E-06,-0.022857143,3.807354922,3.784497779,0.052372294,14
ECHDC3,2.71E-06,-0.022857143,3.807354922,3.784497779,0.052372294,14
FTCDNL1,2.71E-06,-0.022857143,3.807354922,3.784497779,0.056133951,14
ANKRD49,2.55E-05,-0.022903543,6.781099517,6.758195974,0.061355172,132
BTD,9.48E-06,-0.023019181,5.533077191,5.51005801,0.061163802,49
MYO7A,1.74E-06,-0.023060986,3.169925001,3.146864015,0.08483921,9
FP565260.1,2.52E-06,-0.023076923,3.700439718,3.677362795,0.062964252,13
RDH10,2.52E-06,-0.023076923,3.700439718,3.677362795,0.054934065,13
EFCAB11,2.52E-06,-0.023076923,3.700439718,3.677362795,0.062964252,13
ZNF816,2.52E-06,-0.023076923,3.700439718,3.677362795,0.054934065,13
IFNLR1,2.52E-06,-0.023076923,3.700439718,3.677362795,0.054934065,13
NDUFA7,1.39E-05,-0.023082708,6.031036113,6.007953404,0.060940187,72
GCSH,8.90E-06,-0.023118014,5.436605434,5.413487421,0.07159284,46
PMPCA,2.24E-05,-0.023174183,6.627335413,6.60416123,0.050467115,116
MICB,1.57E-05,-0.023180914,6.182382256,6.159201342,0.06418067,81
ZNF646,7.35E-06,-0.023237832,5.195295934,5.172058102,0.066299234,38
TRAF1,1.35E-05,-0.023267455,6.014997303,5.991729847,0.056540888,70
BLZF1,9.29E-06,-0.023294487,5.501629167,5.47833468,0.068348259,48
AL391832.3,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
KLHL29,1.16E-06,-0.023333333,2.584962501,2.561629167,0.097239681,6
AC012510.1,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
AC108673.3,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
MCF2L2,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
AC092490.1,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
LINC00239,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
CCDC154,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
SLC46A1,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
AC005264.1,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
EHD3,1.16E-06,-0.023333333,2.584962501,2.561629167,0.085049005,6
C21orf58,2.32E-06,-0.023333333,3.584962501,3.561629167,0.057831172,12
MAP1LC3B2,2.32E-06,-0.023333333,3.584962501,3.561629167,0.06244998,12
ATAD3C,2.32E-06,-0.023333333,3.584962501,3.561629167,0.057831172,12
AC084036.1,2.32E-06,-0.023333333,3.584962501,3.561629167,0.066749948,12
OR4D1,2.32E-06,-0.023333333,3.584962501,3.561629167,0.057831172,12
PIK3R2,2.13E-06,-0.023636364,3.459431619,3.435795255,0.061146079,11
AC108863.1,2.13E-06,-0.023636364,3.459431619,3.435795255,0.066332496,11
TMEM53,2.13E-06,-0.023636364,3.459431619,3.435795255,0.061146079,11
CYP3A5,2.13E-06,-0.023636364,3.459431619,3.435795255,0.061146079,11
SGMS1-AS1,2.52E-06,-0.023657606,3.700439718,3.676782112,0.062089039,13
AL136454.1,6.77E-06,-0.023719871,5.07214016,5.048420288,0.059555758,35
IRF2BP1,6.77E-06,-0.023719871,5.07214016,5.048420288,0.068188907,35
C3orf33,1.35E-06,-0.023935554,2.807354922,2.783419368,0.094546925,7
SYNM,1.35E-06,-0.023935554,2.807354922,2.783419368,0.094546925,7
TAF9,4.28E-05,-0.023937914,7.356752277,7.332814363,0.055342177,221
LIMK2,9.10E-06,-0.023950729,5.469482469,5.44553174,0.065608907,47
PXYLP1,2.32E-06,-0.023962406,3.584962501,3.561000094,0.069891046,12
AC004846.2,2.32E-06,-0.023962406,3.584962501,3.561000094,0.069891046,12
AL121983.1,1.94E-06,-0.024,3.321928095,3.297928095,0.064992307,10
ABHD1,1.94E-06,-0.024,3.321928095,3.297928095,0.064992307,10
TCEANC,1.94E-06,-0.024,3.321928095,3.297928095,0.070880181,10
SCX,1.94E-06,-0.024,3.321928095,3.297928095,0.064992307,10
ENKD1,1.94E-06,-0.024,3.321928095,3.297928095,0.064992307,10
DLL1,1.94E-06,-0.024,3.321928095,3.297928095,0.064992307,10
AZIN2,9.68E-07,-0.024,2.321928095,2.297928095,0.094994737,5
WNT2B,9.68E-07,-0.024,2.321928095,2.297928095,0.094994737,5
SMN2,2.90E-06,-0.024,3.906890596,3.882890596,0.054585305,15
SYT15,9.68E-07,-0.024,2.321928095,2.297928095,0.094994737,5
TMCC3,2.90E-06,-0.024,3.906890596,3.882890596,0.054585305,15
ABHD17C,9.68E-07,-0.024,2.321928095,2.297928095,0.094994737,5
FBXL18,6.58E-06,-0.024051305,5.028639312,5.004588007,0.062403849,34
NARFL,1.32E-05,-0.024083241,5.969815782,5.945732541,0.063427766,68
HNRNPDL,0.000301913,-0.024101084,8.726622632,8.702521548,0.026893048,1560
ZNF408,2.71E-06,-0.024285714,3.807354922,3.783069208,0.064063107,14
MED18,2.71E-06,-0.024285714,3.807354922,3.783069208,0.057338949,14
GRAMD2B,2.71E-06,-0.024285714,3.807354922,3.783069208,0.057338949,14
HMGA1P4,2.71E-06,-0.024285714,3.807354922,3.783069208,0.057338949,14
ZNF575,2.71E-06,-0.024285714,3.807354922,3.783069208,0.060794065,14
LINC01353,2.71E-06,-0.024285714,3.807354922,3.783069208,0.053661828,14
PSMG3-AS1,2.71E-06,-0.024285714,3.807354922,3.783069208,0.057338949,14
MBOAT1,6.77E-06,-0.0242913,5.07214016,5.04784886,0.061422098,35
TMEM41B,2.32E-05,-0.024301856,6.677642471,6.653340615,0.051281879,120
ERI3,1.66E-05,-0.024374265,6.263474057,6.239099792,0.066947835,86
GNB1L,6.97E-06,-0.024381788,5.114369446,5.089987658,0.069056715,36
PVT1,1.90E-05,-0.024395159,6.410628211,6.386233052,0.063997293,98
AC244034.2,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
GNMT,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
ZBTB26,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
ZBTB42,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
AC079322.1,1.74E-06,-0.024444444,3.169925001,3.145480557,0.076303488,9
SPAG4,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
TDRKH,1.74E-06,-0.024444444,3.169925001,3.145480557,0.076303488,9
GSEC,1.74E-06,-0.024444444,3.169925001,3.145480557,0.076303488,9
TET1,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
MYH3,1.74E-06,-0.024444444,3.169925001,3.145480557,0.069531057,9
TSSC4,3.29E-05,-0.024447414,7.059333436,7.034886022,0.063657508,170
AC005229.4,2.90E-06,-0.024503258,3.906890596,3.882387337,0.060036928,15
SLC35A5,1.08E-05,-0.024576263,5.700212065,5.675635802,0.066615487,56
AC012360.1,1.16E-06,-0.024591479,2.584962501,2.560371022,0.10597679,6
PTPDC1,2.52E-06,-0.024615385,3.700439718,3.675824334,0.060451947,13
AL117339.5,2.52E-06,-0.024615385,3.700439718,3.675824334,0.06424804,13
RNF227,2.52E-06,-0.024615385,3.700439718,3.675824334,0.060451947,13
ZNF555,2.52E-06,-0.024615385,3.700439718,3.675824334,0.067832024,13
ZNF484,2.52E-06,-0.024615385,3.700439718,3.675824334,0.060451947,13
TMEM52B,2.52E-06,-0.024615385,3.700439718,3.675824334,0.056400932,13
AC116407.2,2.52E-06,-0.024615385,3.700439718,3.675824334,0.056400932,13
ZNF90,1.14E-05,-0.024634633,5.768153431,5.743518797,0.065418253,59
HNRNPL,7.01E-05,-0.024726066,7.836370568,7.811644502,0.049033757,362
SSH1,1.72E-05,-0.024746952,6.29595815,6.271211199,0.063252827,89
CFDP1,4.08E-05,-0.024778457,7.314585267,7.28980681,0.059844494,211
SLC35C1,9.68E-06,-0.02480782,5.56385619,5.53904837,0.061121388,50
NRAS,1.78E-05,-0.024867086,6.349648913,6.324781826,0.05525981,92
TSR1,1.55E-05,-0.024878573,6.171928095,6.147049521,0.066718371,80
BCLAF3,1.10E-05,-0.024886428,5.727626856,5.702740429,0.0705058,57
SLC35B1,2.34E-05,-0.024916431,6.681219539,6.656303108,0.060333709,121
FXR1,6.39E-05,-0.024977004,7.75366141,7.728684405,0.054399508,330
ERVMER61-1,7.74E-07,-0.025,2,1.975,0.108972474,4
ITGA2,7.74E-07,-0.025,2,1.975,0.108972474,4
GJC2,7.74E-07,-0.025,2,1.975,0.108972474,4
ELF3,2.32E-06,-0.025,3.584962501,3.559962501,0.059511904,12
WDR35,2.32E-06,-0.025,3.584962501,3.559962501,0.064009548,12
C10orf95,2.32E-06,-0.025,3.584962501,3.559962501,0.064009548,12
AL359962.2,1.55E-06,-0.025,3,2.975,0.075,8
PRICKLE1,1.55E-06,-0.025,3,2.975,0.075,8
GPR68,1.55E-06,-0.025,3,2.975,0.075,8
SGSM1,1.55E-06,-0.025,3,2.975,0.08291562,8
MORN1,1.55E-06,-0.025,3,2.975,0.075,8
NPPA-AS1,1.55E-06,-0.025,3,2.975,0.075,8
AL139412.1,1.55E-06,-0.025,3,2.975,0.08291562,8
EFHC2,1.55E-06,-0.025,3,2.975,0.075,8
PRR34,1.55E-06,-0.025,3,2.975,0.08291562,8
CLPP,4.04E-05,-0.025001707,7.2964773,7.271475592,0.05917873,209
ATAD1,2.11E-05,-0.025007824,6.552498316,6.527490491,0.064692314,109
MED4,4.14E-05,-0.025014366,7.327311891,7.302297525,0.061292543,214
C21orf2,2.40E-05,-0.025014753,6.706173024,6.681158271,0.061246606,124
SNAPC5,1.68E-05,-0.025048556,6.282023956,6.256975399,0.060968479,87
SENP5,1.51E-05,-0.025108236,6.131556065,6.106447829,0.057826894,78
CHMP4A,0.000107992,-0.025129405,8.195952361,8.170822956,0.043551077,558
AC004148.2,2.52E-06,-0.025196067,3.700439718,3.675243651,0.067007078,13
NUDT6,2.52E-06,-0.025196067,3.700439718,3.675243651,0.06337646,13
ZNF554,2.52E-06,-0.025196067,3.700439718,3.675243651,0.067007078,13
SNF8,6.93E-05,-0.025253972,7.8313354,7.806081428,0.052822367,358
CCSER1,1.74E-06,-0.025283208,3.169925001,3.144641793,0.081218427,9
NUMBL,2.90E-06,-0.025333333,3.906890596,3.881557262,0.058712104,15
TUBG2,2.90E-06,-0.025333333,3.906890596,3.881557262,0.058712104,15
DPP7,0.000118443,-0.025417967,8.262987031,8.237569065,0.03981753,612
LMLN,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
AL139274.2,2.13E-06,-0.025454545,3.459431619,3.433977073,0.063088551,11
C9orf3,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
AC092053.3,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
C8orf37,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
CDK5R1,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
THNSL1,2.13E-06,-0.025454545,3.459431619,3.433977073,0.068127251,11
C20orf96,2.13E-06,-0.025454545,3.459431619,3.433977073,0.085357779,11
PRRC2C,0.000227596,-0.025457366,8.623310035,8.597852669,0.033737807,1176
DCLRE1B,3.10E-06,-0.025471805,4,3.974528195,0.057959895,16
B4GALT1-AS1,1.94E-06,-0.025509775,3.321928095,3.29641832,0.08408949,10
LINC02580,9.68E-07,-0.025509775,2.321928095,2.29641832,0.121625793,5
Z83847.1,9.68E-07,-0.025509775,2.321928095,2.29641832,0.121625793,5
PANX2,9.68E-07,-0.025509775,2.321928095,2.29641832,0.121625793,5
ZFYVE21,9.48E-06,-0.025568207,5.533077191,5.507508984,0.064192662,49
IFI27L1,2.32E-06,-0.025629073,3.584962501,3.559333428,0.067263126,12
RAB44,2.32E-06,-0.025629073,3.584962501,3.559333428,0.071273302,12
OSGIN1,2.32E-06,-0.025629073,3.584962501,3.559333428,0.071273302,12
PHF10,3.08E-05,-0.025650108,6.999836178,6.97418607,0.072790779,159
DYNLT3,2.15E-05,-0.025666113,6.58941688,6.563750767,0.056791662,111
TYW1,9.29E-06,-0.025713162,5.501629167,5.475916005,0.072984599,48
KRTCAP3,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
IGFBP2,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
SCD,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
GP6,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
RNF207,1.35E-06,-0.025714286,2.807354922,2.781640636,0.091205084,7
AP002490.1,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
SLX1A,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
CDH26,1.35E-06,-0.025714286,2.807354922,2.781640636,0.081766217,7
KIZ-AS1,2.71E-06,-0.025714286,3.807354922,3.781640636,0.054883922,14
ZNF813,2.71E-06,-0.025714286,3.807354922,3.781640636,0.058484256,14
Z97192.1,2.71E-06,-0.025714286,3.807354922,3.781640636,0.058484256,14
GOLGA1,1.06E-05,-0.025809546,5.672268804,5.646459258,0.073112416,55
AC008906.1,3.29E-06,-0.025882353,4.087462841,4.061580488,0.048734859,17
CCDC120,1.55E-06,-0.025943609,3,2.974056391,0.088654263,8
KIAA2026,5.55E-05,-0.025979486,7.623710716,7.59773123,0.061089228,287
PRPF40B,1.94E-06,-0.026,3.321928095,3.295928095,0.067260687,10
CDKL1,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
PLPP6,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
AC069544.1,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
AL928654.1,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
AL035413.1,1.94E-06,-0.026,3.321928095,3.295928095,0.067260687,10
RWDD3,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
RORC,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
SHPK,1.94E-06,-0.026,3.321928095,3.295928095,0.067260687,10
USP18,1.94E-06,-0.026,3.321928095,3.295928095,0.072965745,10
NUDT13,1.94E-06,-0.026,3.321928095,3.295928095,0.067260687,10
AC023355.1,1.94E-06,-0.026,3.321928095,3.295928095,0.067260687,10
PRH1,2.42E-05,-0.026035926,6.729706085,6.703670159,0.057866847,125
AL080317.3,2.52E-06,-0.026153846,3.700439718,3.674285872,0.065470532,13
ZNF684,2.52E-06,-0.026153846,3.700439718,3.674285872,0.072340418,13
LPP-AS2,2.52E-06,-0.026153846,3.700439718,3.674285872,0.061749638,13
TCEAL9,2.52E-06,-0.026153846,3.700439718,3.674285872,0.061749638,13
CDC14B,2.52E-06,-0.026153846,3.700439718,3.674285872,0.061749638,13
RNLS,2.52E-06,-0.026153846,3.700439718,3.674285872,0.057789661,13
KLHDC1,2.52E-06,-0.026153846,3.700439718,3.674285872,0.061749638,13
IL4I1,2.52E-06,-0.026153846,3.700439718,3.674285872,0.057789661,13
PRKRIP1,2.52E-05,-0.026154872,6.764600313,6.738445441,0.06279726,130
C19orf53,0.000120765,-0.026188876,8.273271195,8.247082319,0.041347624,624
FANCE,3.10E-06,-0.02625,4,3.97375,0.061985381,16
AC009113.1,2.32E-06,-0.026258146,3.584962501,3.558704355,0.077857264,12
STAT5B,4.04E-05,-0.026363968,7.312481979,7.28611801,0.05136558,209
G2E3,1.53E-05,-0.026366502,6.151882014,6.125515512,0.063450847,79
RING1,2.50E-05,-0.026377538,6.757313399,6.730935861,0.067060571,129
MOB2,2.88E-05,-0.02640593,6.922090249,6.895684319,0.054397007,149
ECSIT,2.11E-05,-0.026442007,6.541075265,6.514633259,0.064206613,109
EIF4A1,0.000270948,-0.026482536,8.693225248,8.666742712,0.030128898,1400
NUP133,1.32E-05,-0.026511366,5.958714496,5.932203129,0.070283583,68
KLHL20,1.78E-05,-0.026593007,6.349648913,6.323055906,0.056734574,92
DYRK1B,7.16E-06,-0.026629547,5.155399312,5.128769764,0.061128533,37
PPIL4,2.75E-05,-0.026643036,6.860877049,6.834234013,0.062771028,142
SPSB1,1.16E-06,-0.026666667,2.584962501,2.558295834,0.090431066,6
LINC01135,1.16E-06,-0.026666667,2.584962501,2.558295834,0.090431066,6
TMEM121,2.32E-06,-0.026666667,3.584962501,3.558295834,0.069602043,12
AL034549.1,2.32E-06,-0.026666667,3.584962501,3.558295834,0.065489609,12
ARMC2,2.32E-06,-0.026666667,3.584962501,3.558295834,0.061101009,12
SPIN3,2.32E-06,-0.026666667,3.584962501,3.558295834,0.061101009,12
GOLGA6L4,2.32E-06,-0.026666667,3.584962501,3.558295834,0.061101009,12
B4GAT1,2.32E-06,-0.026666667,3.584962501,3.558295834,0.077172246,12
ABHD4,2.32E-06,-0.026666667,3.584962501,3.558295834,0.065489609,12
AC116407.1,5.81E-07,-0.026666667,1.584962501,1.558295834,0.130639453,3
HSF2BP,5.81E-07,-0.026666667,1.584962501,1.558295834,0.130639453,3
LEAP2,2.90E-06,-0.026666667,3.906890596,3.880223929,0.053333333,15
ZNF596,1.74E-06,-0.026666667,3.169925001,3.143258335,0.072213675,9
AKAP5,2.90E-06,-0.026666667,3.906890596,3.880223929,0.056568542,15
AC009506.1,2.90E-06,-0.026666667,3.906890596,3.880223929,0.056568542,15
LINC01006,1.74E-06,-0.026666667,3.169925001,3.143258335,0.072213675,9
FOCAD,2.90E-06,-0.026666667,3.906890596,3.880223929,0.059628479,15
CLEC6A,1.74E-06,-0.026666667,3.169925001,3.143258335,0.078755756,9
ADAMTS10,2.52E-06,-0.026734529,3.700439718,3.673705189,0.068167013,13
ZWILCH,1.94E-06,-0.026754888,3.321928095,3.295173207,0.07710429,10
ZNF582,1.94E-06,-0.026754888,3.321928095,3.295173207,0.082128384,10
GORASP2,3.02E-05,-0.026766708,6.980852379,6.954085671,0.072178453,156
IQCJ-SCHIP1,1.35E-06,-0.026792696,2.807354922,2.780562226,0.098033207,7
AL355304.1,1.35E-06,-0.026792696,2.807354922,2.780562226,0.098033207,7
AMDHD1,1.35E-06,-0.026792696,2.807354922,2.780562226,0.098033207,7
ASCC3,2.52E-05,-0.026810924,6.774178101,6.747367177,0.058621992,130
KEAP1,1.16E-05,-0.026859646,5.794309137,5.767449491,0.062637643,60
ATRAID,8.11E-05,-0.026899984,7.966051378,7.939151394,0.053722033,419
TAMM41,1.20E-05,-0.026908563,5.857422117,5.830513554,0.06387533,62
CNOT3,2.09E-05,-0.026959922,6.53627972,6.509319798,0.071815918,108
TMEM50B,2.81E-05,-0.027045074,6.8988409,6.871795826,0.065121595,145
LEO1,1.49E-05,-0.02712009,6.110942385,6.083822295,0.064988195,77
PA2G4,0.000119411,-0.027120468,8.273462746,8.246342278,0.044229841,617
AP000547.3,2.71E-06,-0.027142857,3.807354922,3.780212065,0.062905825,14
AL049780.1,2.71E-06,-0.027142857,3.807354922,3.780212065,0.059573313,14
TWNK,2.71E-06,-0.027142857,3.807354922,3.780212065,0.066070463,14
WRAP73,2.11E-05,-0.027164414,6.548000839,6.520836425,0.064215183,109
NOL12,1.12E-05,-0.027222713,5.754532719,5.727310006,0.068982703,58
LINC01023,2.13E-06,-0.027272727,3.459431619,3.432158891,0.064922077,11
ZNF417,2.13E-06,-0.027272727,3.459431619,3.432158891,0.064922077,11
AC005034.3,2.13E-06,-0.027272727,3.459431619,3.432158891,0.064922077,11
